index,Car Name,KMs Driven,Fuel Type,Transmission,Ownership,Manufacture,Engine,Seats,car price,CarPrices in Lakhs
281,Audi Q3 30 TDI,55291,Diesel,Manual,1,2017,1968,5,27.95,27.95
282,Mercedes-Benz C-Class C 220 CDI Avantgarde,58500,Diesel,Automatic,1,2013,2143,5,16.5,16.5
283,Audi Q7 45 TDI Quattro Technology,15000,Diesel,Automatic,1,2018,2967,7,72.5,72.5
284,Renault Duster 85PS Diesel RxL Option,90000,Diesel,Manual,1,2014,1461,5,6.5,6.5
285,Audi Q3 35 TDI Quattro Premium,64000,Diesel,Automatic,2,2012,1968,5,13,13
286,Maruti Zen LXI,132596,Petrol,Manual,2,2004,993,5,4,4
287,Maruti Swift VXI BSIII,99673,Petrol,Manual,3,2008,1298,5,1.54,1.54
288,Tata Nexon EV Prime XZ Plus LUX,24374,Electric,Automatic,1,2021,0,5,4.18,4.18
289,Volkswagen Vento Petrol Highline AT,69828,Petrol,Automatic,3,2011,1598,5,3.92,3.92
290,Maruti Baleno 1.2 Alpha,72820,Petrol,Manual,2,2016,1197,5,5.94,5.94
291,Mercedes-Benz C-Class Progressive C 220d,20785,Diesel,Automatic,1,2019,1950,5,37.24,37.24
292,Maruti Swift Dzire VXI AT Optional,31172,Petrol,Automatic,2,2016,1197,5,5.88,5.88
293,Hyundai Grand i10 Sportz,24395,Petrol,Manual,1,2016,1197,5,4.52,4.52
294,MG Hector Sharp DCT,11050,Petrol,Automatic,1,2021,1451,5,18.25,18.25
295,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,123394,Diesel,Manual,2,2013,2494,7,7.74,7.74
296,Maruti Swift ZDi,105053,Diesel,Manual,2,2013,1248,5,4.21,4.21
297,Hyundai i20 Sportz,10283,Petrol,Manual,1,2021,1197,5,8.44,8.44
298,Tata Harrier XZ Plus Dark Edition,2443,Diesel,Manual,1,2022,1956,5,21.99,21.99
299,Toyota Fortuner 2.7 2WD AT,44000,Petrol,Automatic,2,2019,2694,7,31,31
300,Audi Q5 3.0 TDI Quattro,68000,Diesel,Automatic,3,2011,2967,5,9.95,9.95
301,Mahindra Ssangyong Rexton RX7,72000,Diesel,Automatic,1,2013,2696,7,9.75,9.75
302,Hyundai i10 Magna 1.1L,38000,Petrol,Manual,1,2011,1086,5,2.25,2.25
303,Maruti Swift Dzire VXI 1.2 BS IV,65000,Petrol,Manual,1,2019,1197,5,6.5,6.5
304,Audi Q7 45 TDI Quattro Premium Plus,43000,Diesel,Automatic,2,2014,2967,7,18.75,18.75
305,Hyundai i10 Sportz 1.1L,52000,Petrol,Manual,2,2014,1086,5,4.25,4.25
306,Mahindra XUV500 W8 FWD,117000,Diesel,Manual,1,2012,2179,7,7.45,7.45
307,Hyundai Verna 1.6 VTVT SX Option,84000,Petrol,Manual,1,2016,1591,5,8.25,8.25
308,Maruti Alto 800 LXI,45080,Petrol,Manual,3,2015,796,5,2.04,2.04
309,Maruti Eeco 5 Seater AC BSIV,39341,Petrol,Manual,1,2019,1196,5,4.7,4.7
310,Mahindra Scorpio 2.6 Turbo 7 Str,133000,Diesel,Manual,1,2007,2609,8,3.3,3.3
311,Mahindra e2o T2,54112,Electric,Automatic,1,2014,0,5,3.21,3.21
312,Hyundai i20 Sportz Plus BSIV,14824,Petrol,Manual,1,2020,1197,5,8.2,8.2
313,Honda City i VTEC VX,82500,Petrol,Manual,1,2017,1497,5,9.25,9.25
314,Kia Seltos HTK Plus G,17922,Petrol,Manual,1,2020,1497,5,13.49,13.49
315,BMW X7 xDrive 40i,13000,Petrol,Automatic,1,2019,2998,7,1.23,1.23
316,Mitsubishi Pajero Sport 4X4 AT,85000,Diesel,Automatic,1,2015,2477,6,16.75,16.75
317,Hyundai Grand i10 AT Asta,67000,Petrol,Automatic,1,2015,1197,5,5.75,5.75
318,Honda Jazz V CVT,35000,Petrol,Automatic,1,2018,1199,5,7.45,7.45
319,Maruti Alto 800 LXI,53000,Petrol,Manual,1,2016,796,5,3.45,3.45
320,MG Hector Hybrid Sharp MT,598,Petrol,Manual,1,2022,1451,5,20.75,20.75
321,Maruti Ertiga ZDI Plus,75727,Diesel,Manual,1,2019,1248,7,8.92,8.92
322,Kia Seltos GTX Plus DCT,7000,Petrol,Automatic,1,2020,1353,5,18.9,18.9
323,Maruti Vitara Brezza ZDi Plus Dual Tone,62403,Diesel,Manual,1,2016,1248,5,8.58,8.58
324,Volkswagen Polo 1.5 TDI Comfortline,44487,Diesel,Manual,2,2014,1498,5,4.53,4.53
325,Mercedes-Benz C-Class Progressive C 220d,24000,Diesel,Automatic,2,2020,1950,5,39,39
326,Toyota Innova Crysta 2.4 ZX AT,47000,Diesel,Automatic,1,2020,2393,7,28.5,28.5
327,Hyundai i10 Magna 1.1L,31212,Petrol,Manual,1,2008,1086,5,1.9,1.9
328,Skoda Superb Laurin & klement,17776,Petrol,Automatic,1,2020,1984,5,33.65,33.65
329,Hyundai Verna 1.6 CRDi S,31837,Diesel,Manual,2,2015,1582,5,6.58,6.58
330,Audi A3 35 TDI Premium Plus,39000,Diesel,Automatic,1,2020,1968,5,25.8,25.8
331,Maruti Alto LXi BSIII,78000,Petrol,Manual,2,2006,796,5,1.2,1.2
332,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,31000,Petrol,Automatic,1,2020,1497,5,11.85,11.85
333,Maruti Swift VDI,115986,Diesel,Manual,2,2013,1248,5,3.88,3.88
334,Toyota Etios G SP,73029,Petrol,Manual,2,2014,1496,5,3.92,3.92
335,Hyundai Verna 1.6 SX VTVT AT,25000,Petrol,Automatic,2,2013,1591,5,6.35,6.35
336,Honda Amaze E i-Dtech,74809,Diesel,Manual,1,2013,1498,5,2.44,2.44
337,Hyundai i20 1.2 Magna,33560,Petrol,Manual,1,2011,1197,5,2.72,2.72
338,Hyundai i10 Sportz AT,40821,Petrol,Automatic,1,2011,1197,5,2.86,2.86
339,Mercedes-Benz C-Class C 220 CDI Celebration Edition,58000,Diesel,Automatic,2,2014,2143,5,15.75,15.75
340,Ford Figo Petrol EXI,75991,Petrol,Manual,2,2010,1196,5,1.63,1.63
341,Maruti Swift ZXI ABS,136432,Petrol,Manual,2,2008,1298,5,1.78,1.78
342,Maruti Alto LXi BSIII,70229,Petrol,Manual,4,2008,796,5,84778,0.84778
343,Toyota Innova Crysta 2.8 GX AT 8S BSIV,83000,Diesel,Automatic,2,2016,2755,8,17.25,17.25
344,Hyundai Santro Xing GLS,51915,Petrol,Manual,1,2008,1086,5,1.11,1.11
345,Volkswagen Polo GT TSI,63100,Petrol,Automatic,2,2014,1197,5,5.5,5.5
346,Mercedes-Benz GLE 250d,54000,Diesel,Automatic,2,2017,2143,5,48,48
347,BMW X1 sDrive20d xLine,9000,Diesel,Automatic,1,2021,1995,5,45.5,45.5
348,Hyundai Santro Xing GL Plus,46833,Petrol,Manual,1,2012,1086,5,3.25,3.25
349,Hyundai Verna 1.6 CRDi EX MT,78744,Diesel,Manual,2,2012,1582,5,5.25,5.25
350,Maruti Swift VDI BSIV,79542,Diesel,Manual,2,2014,1248,5,4.9,4.9
351,Honda City 1.5 V AT,96000,Petrol,Automatic,2,2010,1497,5,4.6,4.6
352,Kia Sonet GTX Plus Turbo iMT,13000,Petrol,Manual,1,2021,998,5,13.25,13.25
353,Maruti Swift VDI BSIV,44521,Diesel,Manual,1,2010,1248,5,3.8,3.8
354,Hyundai Grand i10 1.2 Kappa Sportz Option AT,29927,Petrol,Automatic,2,2017,1197,5,5.47,5.47
355,Honda CR-V 2.0L 2WD AT,48019,Petrol,Automatic,1,2017,1997,5,19.75,19.75
356,Hyundai Grand i10 Asta Option,27311,Petrol,Manual,2,2017,1197,5,6.75,6.75
357,Mahindra XUV500 W11 Option AWD,14000,Diesel,Manual,1,2021,2179,7,20.5,20.5
358,Hyundai i10 Magna 1.2,64640,Petrol,Manual,1,2009,1197,5,3.15,3.15
359,Honda City i VTEC S,96505,Petrol,Manual,2,2012,1497,5,4.99,4.99
360,Toyota Fortuner 2.8 2WD AT BSIV,90479,Diesel,Automatic,1,2018,2755,7,32,32
361,Hyundai Venue S Opt,3500,Petrol,Manual,1,2022,1197,5,9.65,9.65
362,Tata Nexon 1.2 Revotron XT,42374,Petrol,Manual,1,2018,1198,5,8.55,8.55
363,Maruti Baleno 1.3 Alpha,45879,Diesel,Manual,1,2016,1248,5,7.1,7.1
364,Maruti Ciaz VDi Plus SHVS,120000,Diesel,Manual,2,2016,1248,5,5.72,5.72
365,Hyundai Grand i10 Asta,89680,Petrol,Manual,2,2015,1197,5,4.7,4.7
366,BMW 3 Series 320d,99000,Diesel,Automatic,3,2012,1995,5,12.75,12.75
367,Maruti Zen VXI,90000,Petrol,Manual,3,1998,993,5,1.1,1.1
368,BMW X5 xDrive 30d Design Pure Experience 5 Seater,27000,Diesel,Automatic,1,2018,2993,5,59.75,59.75
369,Skoda Superb Elegance 2.0 TDI CR AT,79776,Diesel,Automatic,1,2015,1968,5,14.65,14.65
370,Toyota Land Cruiser Prado TX,67000,Diesel,Automatic,1,2011,2982,7,54,54
371,Skoda Octavia 2.0 TDI MT Style,108000,Diesel,Manual,1,2017,1968,5,14.75,14.75
372,Volkswagen Vento 1.5 TDI Highline BSIV,58000,Diesel,Manual,1,2019,1498,5,9.45,9.45
373,Skoda Octavia 1.8 TSI AT L K,32067,Petrol,Automatic,1,2018,1798,5,22.75,22.75
374,Toyota Innova Crysta 2.4 VX MT BSIV,52187,Diesel,Manual,2,2017,2393,7,19.5,19.5
375,BMW 5 Series 530d M Sport,17100,Diesel,Automatic,1,2019,2993,5,58.75,58.75
376,MG Hector Plus Sharp DCT,9562,Petrol,Automatic,1,2021,1451,6,19.4,19.4
377,MG Hector Sharp Diesel MT BSIV,36388,Diesel,Manual,1,2019,1956,5,18.1,18.1
378,Mercedes-Benz C-Class C 250 CDI Elegance,45000,Diesel,Automatic,2,2011,2143,5,9.75,9.75
379,Jeep Compass 2.0 Sport Plus BSIV,36149,Diesel,Manual,1,2019,1956,5,17.75,17.75
380,Kia Seltos GTX Plus,20155,Petrol,Manual,1,2020,1353,5,16.95,16.95
381,MG Hector Sharp AT BSIV,51904,Petrol,Automatic,1,2019,1451,5,16.75,16.75
382,Volkswagen Polo GT TSI,54000,Petrol,Automatic,1,2015,1197,5,7.25,7.25
383,Kia Seltos GTX Plus,31727,Petrol,Manual,2,2019,1353,5,15.65,15.65
384,Mahindra XUV500 AT W10 FWD,73986,Diesel,Automatic,1,2017,2179,7,14.45,14.45
385,Kia Sonet 1.5 GTX Plus Diesel,7100,Diesel,Manual,1,2021,1493,5,14.25,14.25
386,Kia Sonet GTX Plus Turbo iMT,5397,Petrol,Manual,1,2021,998,5,13.95,13.95
387,BMW X3 xDrive 20d Luxury Line,65000,Diesel,Automatic,1,2018,1995,5,49.5,49.5
388,Hyundai i20 1.4 Asta Option,90000,Diesel,Manual,1,2017,1396,5,7,7
389,Maruti Swift Dzire VXI,80000,Petrol,Manual,2,2013,1197,5,4.75,4.75
390,Volkswagen Polo GT TSI,91000,Petrol,Automatic,2,2015,1197,5,7,7
391,BMW 7 Series 730Ld Sedan,69000,Diesel,Automatic,2,2010,2993,5,23.75,23.75
392,Toyota Fortuner 4x2 Manual,89000,Diesel,Manual,2,2014,2982,7,17.5,17.5
393,Hyundai Santa Fe 4X4,95254,Diesel,Manual,1,2013,2199,7,8.25,8.25
394,Hyundai Creta 1.6 VTVT SX Plus,51000,Petrol,Manual,1,2016,1591,5,10.5,10.5
395,Hyundai i10 Sportz AT,62000,Petrol,Automatic,2,2014,1197,5,3.95,3.95
396,Tata Hexa XT,120000,Diesel,Manual,1,2017,2179,7,12.35,12.35
397,Tata Harrier XZA Plus Dark Edition AT 2020-2022,2000,Diesel,Automatic,1,2022,1956,5,25.75,25.75
398,Volkswagen Polo Cup Edition Comfortline,46000,Petrol,Manual,1,2017,999,5,6.85,6.85
399,Maruti Ertiga SHVS ZDI Plus,65000,Diesel,Manual,2,2017,1248,7,9.45,9.45
400,Maruti Alto K10 VXI,22248,Petrol,Manual,1,2017,998,5,4.25,4.25
401,BMW 5 Series 520d Luxury Line,40000,Diesel,Automatic,1,2018,1995,5,43,43
402,Honda City i VTEC S,73000,Petrol,Manual,1,2013,1497,5,5.75,5.75
403,Volkswagen Polo GT 1.0 TSI,54000,Petrol,Automatic,1,2021,999,5,11.45,11.45
404,Honda Civic 1.8 (E) MT,90000,Petrol,Manual,2,2006,1799,5,2.6,2.6
405,Jeep Compass Model S DCT,15000,Petrol,Automatic,1,2021,1368,5,27.25,27.25
406,Kia Seltos GTX Plus AT D,30000,Diesel,Automatic,1,2021,1493,5,18.2,18.2
407,Jaguar XF 2.2 Litre Luxury,26000,Diesel,Automatic,1,2016,2179,5,27.95,27.95
408,Mahindra Scorpio SLX 2.6 Turbo 7 Str,155000,Diesel,Manual,2,2006,2609,7,3.5,3.5
409,Mercedes-Benz GLA Class 200 Sport,29366,Petrol,Automatic,1,2019,1991,5,34.25,34.25
410,Volkswagen Polo 1.2 MPI Highline,28211,Petrol,Manual,1,2016,1198,5,6.75,6.75
411,Kia Seltos GTX DCT,40000,Petrol,Automatic,1,2019,1353,5,16.75,16.75
412,BMW 5 Series 520d Luxury Line,54000,Diesel,Automatic,1,2015,1995,5,24.5,24.5
413,Mahindra XUV500 W8 2WD,82000,Diesel,Manual,2,2015,2179,7,10.25,10.25
414,Hyundai Verna 1.6 SX VTVT,117000,Petrol,Manual,1,2011,1591,5,4.65,4.65
415,Mahindra Scorpio S10 8 Seater,111000,Diesel,Manual,2,2015,2179,8,11.25,11.25
416,Maruti Swift Dzire AMT ZDI Plus,108000,Diesel,Automatic,1,2018,1248,5,7.95,7.95
417,Maruti Omni 8 Seater BSIV,4000,Petrol,Manual,1,2017,796,5,3.3,3.3
418,Toyota Innova 2.5 V Diesel 7-seater,290000,Diesel,Manual,3,2011,2494,7,6.85,6.85
419,Ford Endeavour 3.2 Titanium AT 4X4,35000,Diesel,Automatic,1,2019,3198,7,35.9,35.9
420,MG Hector Sharp DCT,13000,Petrol,Automatic,1,2020,1451,5,17.95,17.95
421,Ford Freestyle Titanium Petrol BSIV,60000,Petrol,Manual,1,2018,1194,5,4.9,4.9
422,Ford Ecosport 1.5 Diesel Titanium Plus,90000,Diesel,Manual,1,2018,1498,5,9.75,9.75
423,Mercedes-Benz GLA Class 200 d Sport,16975,Diesel,Automatic,2,2019,2143,5,33.75,33.75
424,Hyundai Grand i10 Magna Petrol BSIV,11000,Petrol,Manual,1,2018,1197,5,5.75,5.75
425,Skoda Rapid 1.5 TDI Style BSIV,59000,Diesel,Manual,1,2018,1498,5,9.85,9.85
426,Maruti Wagon R LXI DUO BSIII,46000,Lpg,Manual,2,2008,1061,5,2.25,2.25
427,Maruti Alto LXi BSII,80000,Petrol,Manual,3,2004,796,5,1.35,1.35
428,Hyundai i20 Petrol Asta Option,25000,Petrol,Manual,1,2019,1197,5,7.5,7.5
429,Hyundai i20 1.2 Asta,54801,Petrol,Manual,2,2018,1197,5,7.25,7.25
430,Honda Accord V6 AT,75000,Petrol,Automatic,2,2005,2997,5,2,2
431,Maruti Vitara Brezza ZDi,130000,Diesel,Manual,1,2017,1248,5,8.65,8.65
432,Hyundai Accent Executive,71000,Petrol,Manual,2,2013,1495,5,3.1,3.1
433,Honda CR-V AT With Sun Roof,70000,Petrol,Automatic,1,2010,1198,5,10,10
434,Hyundai Venue SX iMT,14115,Petrol,Manual,1,2019,998,5,10.45,10.45
435,Honda Amaze VX Petrol BSIV,30000,Petrol,Manual,2,2019,1199,5,7.5,7.5
436,BMW X3 xDrive20d xLine,63170,Diesel,Automatic,1,2017,1995,5,39.95,39.95
437,Toyota Corolla Executive (HE),80000,Petrol,Manual,2,2006,1794,5,2.95,2.95
438,Mercedes-Benz CLA 200 CDI Sport,47253,Diesel,Automatic,1,2018,2143,5,32.95,32.95
439,Mahindra Xylo E4,56117,Diesel,Manual,1,2009,2498,7,2.95,2.95
440,Mercedes-Benz CLA 200 CDI Sport,14324,Diesel,Automatic,1,2018,2143,5,33.95,33.95
441,Mercedes-Benz C-Class C 200 CGI,27600,Petrol,Automatic,1,2018,1991,5,34.45,34.45
442,Skoda Octavia 1.8 TSI AT Style,38391,Petrol,Automatic,1,2018,1798,5,19.49,19.49
443,Audi A4 35 TDI Premium Plus,49000,Diesel,Automatic,1,2018,1968,5,32.45,32.45
444,Ford Ecosport 1.5 Diesel Trend Plus BSIV,45000,Diesel,Manual,1,2017,1498,5,7.75,7.75
445,Chevrolet Cruze LTZ AT,68000,Diesel,Automatic,2,2014,1998,5,6.95,6.95
446,Maruti Baleno 1.3 Alpha,67000,Diesel,Manual,1,2018,1248,5,8.25,8.25
447,Hyundai i20 1.2 Asta,80000,Petrol,Manual,1,2018,1197,5,7.75,7.75
448,Volkswagen Polo 1.2 MPI Highline,62000,Petrol,Manual,1,2016,1199,5,6.75,6.75
449,Tata New Safari Dicor VX 4X2,50000,Diesel,Manual,2,2009,2179,7,2.5,2.5
450,Mahindra XUV500 W8 2WD,100000,Diesel,Manual,3,2012,2179,7,6.95,6.95
451,Honda City GXi,75000,Petrol,Manual,5,2006,1497,5,2.75,2.75
452,Mahindra XUV500 W6 2WD,120000,Diesel,Manual,2,2014,2179,7,6.5,6.5
453,Mercedes-Benz B Class B200 CDI Sport,37000,Diesel,Automatic,2,2016,2143,5,17.45,17.45
454,Audi Q3 35 TDI Quattro Premium Plus,64000,Diesel,Automatic,1,2018,1968,5,31,31
455,Toyota Etios Cross 1.4 GD,79000,Diesel,Manual,2,2015,1364,5,6.95,6.95
456,Ford Fiesta 1.4 Duratec ZXI,80000,Petrol,Manual,1,2007,1388,5,1.8,1.8
457,Maruti Celerio VXI,14000,Petrol,Manual,1,2014,998,5,4.75,4.75
458,Maruti Celerio ZXI AMT Optional,28217,Petrol,Automatic,2,2018,998,5,5.25,5.25
459,Maruti Wagon R LXI,90000,Petrol,Manual,2,2003,998,5,1.4,1.4
460,Honda City 1.5 GXI,120000,Petrol,Manual,2,2005,999,5,1.85,1.85
461,Volkswagen Vento 1.0 TSI Highline Plus,26000,Petrol,Manual,1,2021,2987,5,10.45,10.45
462,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,100000,Diesel,Automatic,2,2013,1086,7,30,30
463,Hyundai Santro Sportz BSIV,50000,Petrol,Manual,1,2019,1461,5,5,5
464,Renault Duster 85PS Diesel RxS,70000,Diesel,Manual,1,2019,1198,5,8.75,8.75
465,Honda Amaze E i-Vtech,80000,Petrol,Manual,3,2016,1196,5,3.62,3.62
466,Ford Figo Petrol EXI,157000,Petrol,Manual,3,2010,2184,5,1.8,1.8
467,Mahindra Thar LX 4-Str Hard Top Diesel,15550,Diesel,Manual,1,2021,1248,4,17.45,17.45
468,Maruti Ertiga SHVS VDI,80000,Diesel,Manual,1,2017,2179,7,8,8
469,Mahindra XUV500 AT W10 FWD,59432,Diesel,Automatic,1,2017,1598,7,13.95,13.95
470,Skoda Rapid 1.6 MPI Style BSIV,53047,Petrol,Manual,1,2020,1598,5,10.45,10.45
471,Volkswagen Vento 1.6 Highline,46464,Petrol,Manual,1,2016,998,5,7.75,7.75
472,Maruti Zen Estilo VXI BSIII,70000,Petrol,Manual,4,2007,1461,5,1.2,1.2
473,Renault Duster 85PS Diesel RxS,23000,Diesel,Manual,2,2019,2199,5,10.75,10.75
474,Kia Carnival Limousine,30000,Diesel,Automatic,1,2020,2143,7,34.5,34.5
475,Mercedes-Benz GLC 220d 4MATIC Sport,22000,Diesel,Automatic,1,2018,2596,5,48.75,48.75
476,Force Gurkha Xplorer,35000,Diesel,Manual,2,2018,1582,7,9.2,9.2
477,Hyundai Creta 1.6 CRDi SX,80000,Diesel,Manual,1,2016,1799,5,10.5,10.5
478,Honda Civic 1.8 S AT,100000,Petrol,Automatic,4,2006,1173,5,2,2
479,Premier Rio Petrol GLX,95000,Petrol,Manual,1,2014,2523,5,3.5,3.5
480,Mahindra Jeep CL 500 MDI,100000,Diesel,Manual,1,1995,1199,6,2.6,2.6
481,Chevrolet Beat LS,50000,Petrol,Manual,3,2012,1197,5,1.8,1.8
482,Maruti Ritz VXI,64000,Petrol,Manual,1,2015,1496,5,5.25,5.25
483,Ford Ecosport 1.5 Petrol Titanium Plus AT,15509,Petrol,Automatic,2,2020,1498,5,10.85,10.85
484,Ford Ecosport 1.5 Diesel Titanium,43203,Diesel,Manual,2,2018,1086,5,9.65,9.65
485,Hyundai i10 Era,80000,Petrol,Manual,1,2007,1493,5,2.66,2.66
486,Hyundai Creta SX Diesel,50000,Diesel,Manual,1,2020,998,5,17.95,17.95
487,Maruti Celerio ZXI AT,40000,Petrol,Automatic,2,2017,1498,5,4.6,4.6
488,Skoda Rapid 1.5 TDI Ambition BSIV,111000,Diesel,Manual,1,2020,1298,5,9.95,9.95
489,Maruti Esteem Vxi - BSIII,73000,Petrol,Manual,2,2006,2982,5,1.2,1.2
490,Toyota Fortuner 4x2 Manual,220000,Diesel,Manual,2,2014,1197,7,16.75,16.75
491,Hyundai Grand i10 1.2 Kappa Sportz Option,11717,Petrol,Manual,2,2017,2143,5,5.35,5.35
492,Mercedes-Benz GLE 250d,46000,Diesel,Automatic,2,2019,1197,5,56.5,56.5
493,Hyundai Grand i10 Nios Sportz,15000,Petrol,Manual,1,2021,1248,5,6.48,6.48
494,Maruti Ertiga ZDI,110000,Diesel,Manual,2,2013,2179,7,5.95,5.95
495,Mahindra XUV500 AT W10 FWD,66968,Diesel,Automatic,1,2016,1248,7,14.25,14.25
496,Maruti Swift Dzire VDI,120000,Diesel,Manual,2,2015,2523,5,5,5
497,Mahindra Bolero ZLX,70000,Diesel,Manual,1,2018,1197,7,7.35,7.35
498,Maruti Swift Dzire AMT ZXI Plus,47000,Petrol,Automatic,2,2017,1298,5,7.55,7.55
499,Maruti Swift ZXI ABS,110000,Petrol,Manual,4,2006,1199,5,2.5,2.5
500,Volkswagen Polo Diesel Highline 1.2L,81000,Diesel,Manual,2,2012,1497,5,4.95,4.95
501,Honda City CVT,70000,Petrol,Automatic,3,2005,1497,5,2.25,2.25
502,Hyundai Creta SX Executive,12662,Petrol,Manual,1,2021,1591,5,15.95,15.95
503,Hyundai Creta 1.6 E Plus,14000,Petrol,Manual,1,2018,1591,5,10.25,10.25
504,Hyundai Verna 1.6 SX VTVT,56000,Petrol,Manual,2,2014,1248,5,5.75,5.75
505,Maruti Vitara Brezza VDi Option,54000,Diesel,Manual,1,2019,1197,5,9.96,9.96
506,Hyundai i20 Magna Plus,63000,Petrol,Manual,1,2020,1797,5,7.75,7.75
507,Hyundai Elantra SX,40000,Petrol,Manual,2,2013,1061,5,5.2,5.2
508,Maruti Zen Estilo 1.1 VXI BSIII,60000,Petrol,Manual,2,2008,1498,5,2.1,2.1
509,Ford Ecosport 1.5 DV5 MT Titanium,80000,Diesel,Manual,2,2013,1248,5,6,6
510,Maruti Ertiga SHVS VDI,120000,Diesel,Manual,1,2016,1462,7,6.5,6.5
511,Toyota Urban cruiser Mid,15000,Petrol,Manual,2,2022,1298,5,5.85,5.85
512,Maruti Swift Dzire ZXi,295000,Petrol,Manual,2,2009,1248,5,2.92,2.92
513,Maruti Baleno 1.3 Alpha,60000,Diesel,Manual,3,2017,1498,5,6.5,6.5
514,Renault Scala RxZ AT,50000,Petrol,Automatic,1,2014,1198,5,4.25,4.25
515,Honda Brio VX,55000,Petrol,Manual,2,2014,1499,5,4.45,4.45
516,Ford Ecosport 1.5 Ti VCT AT Titanium,77000,Petrol,Automatic,2,2014,1197,5,6.75,6.75
517,Hyundai i20 Sportz 1.2,33389,Petrol,Manual,1,2015,1396,5,5.33,5.33
518,Hyundai Verna 1.4 VTVT,17526,Petrol,Manual,1,2014,1197,5,5.36,5.36
519,Hyundai Grand i10 1.2 Kappa Sportz BSIV,15757,Petrol,Manual,1,2018,1197,5,5.64,5.64
520,Hyundai i10 Sportz,8183,Petrol,Manual,1,2012,1197,5,2.78,2.78
521,Maruti Baleno 1.2 Zeta,32590,Petrol,Manual,1,2017,1497,5,5.83,5.83
522,Honda City i VTEC VX,45423,Petrol,Manual,2,2016,1591,5,6.99,6.99
523,Hyundai Creta 1.6 VTVT AT SX Plus,52481,Petrol,Automatic,2,2016,1197,5,9,9
524,Maruti Ignis 1.2 Sigma BSIV,22915,Petrol,Manual,1,2017,1197,5,4.53,4.53
525,Maruti Swift Dzire ZXI,72123,Petrol,Manual,1,2017,1197,5,6.01,6.01
526,Hyundai i20 1.2 Spotz,37965,Petrol,Manual,1,2017,1197,5,5.75,5.75
527,Hyundai Grand i10 1.2 Kappa Asta,27651,Petrol,Manual,1,2018,1199,5,5.3,5.3
528,Honda Jazz 1.2 V i VTEC,92771,Petrol,Manual,1,2016,1591,5,4.95,4.95
529,Hyundai Verna VTVT 1.6 SX Option,51956,Petrol,Manual,1,2018,1198,5,10.28,10.28
530,Mahindra KUV 100 mFALCON G80 K4 Plus 5str,34048,Petrol,Manual,1,2017,2993,5,3.99,3.99
531,BMW 7 Series 730Ld DPE Signature,47000,Diesel,Automatic,1,2017,1968,5,63.5,63.5
532,Audi Q3 2.0 TDI,60000,Diesel,Automatic,3,2014,1950,5,14,14
533,Mercedes-Benz GLC 220d 4MATIC,43000,Diesel,Automatic,1,2019,1591,5,47.75,47.75
534,Hyundai Creta 1.6 VTVT E Plus,58596,Petrol,Manual,1,2017,2967,5,8.11,8.11
535,Audi Q7 45 TDI Quattro Technology,70000,Diesel,Automatic,1,2017,1248,7,48.5,48.5
536,Maruti Ciaz ZDi Plus SHVS,69000,Diesel,Manual,1,2016,1197,5,6.75,6.75
537,Hyundai i10 Magna,50152,Petrol,Manual,1,2011,1461,5,2.28,2.28
538,Renault Duster 85PS Diesel RxL,62164,Diesel,Manual,1,2014,1591,5,5.14,5.14
539,Hyundai Creta 1.6 VTVT E Plus,49929,Petrol,Manual,1,2017,1197,5,8.2,8.2
540,Maruti Ignis 1.2 Alpha BSIV,60393,Petrol,Manual,1,2017,1598,5,4.91,4.91
541,Skoda Rapid 1.6 MPI AT Elegance Plus,46281,Petrol,Automatic,1,2016,1199,5,5.88,5.88
542,Honda Jazz 1.2 V i VTEC,53201,Petrol,Manual,1,2017,1798,5,5.53,5.53
543,Toyota Corolla Altis G MT,80056,Petrol,Manual,1,2015,1197,5,7.1,7.1
544,Hyundai Grand i10 Sportz,76175,Petrol,Manual,1,2013,1497,5,3.2,3.2
545,Honda City i VTEC V,51493,Petrol,Manual,1,2015,1197,5,6.01,6.01
546,Maruti Swift Dzire ZXI,63141,Petrol,Manual,1,2015,1248,5,5.32,5.32
547,Maruti Baleno 1.3 Alpha,37057,Diesel,Manual,2,2017,1798,5,6.51,6.51
548,Toyota Corolla Altis GL MT,60865,Petrol,Manual,1,2015,2179,5,8.52,8.52
549,Mahindra XUV500 W7 BSIV,45407,Diesel,Manual,2,2018,2179,7,11.1,11.1
550,Mahindra XUV500 W5 BSIV,52652,Diesel,Manual,1,2019,1497,7,11.83,11.83
551,Mahindra XUV300 W8 Option Diesel BSIV,42923,Diesel,Manual,1,2019,1591,5,10.6,10.6
552,Hyundai Creta 1.6 VTVT SX Plus Dual Tone,56052,Petrol,Manual,1,2017,1396,5,9.2,9.2
553,Hyundai i20 Active 1.4,42923,Diesel,Manual,1,2017,1591,5,6.51,6.51
554,Hyundai Verna VTVT 1.6 SX,32733,Petrol,Manual,2,2018,1086,5,8.44,8.44
555,Hyundai Santro Xing GL,62207,Petrol,Manual,1,2013,1197,5,2.11,2.11
556,Hyundai i20 1.2 Asta Option,48352,Petrol,Manual,2,2017,1199,5,6.03,6.03
557,Honda Jazz 1.2 V AT i VTEC,57080,Petrol,Automatic,1,2016,1373,5,6,6
